State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Local Government Name,Latitude,Longitude,Latitude_rad,Longitude_rad,APC_outlier_score,LP_outlier_score,PDP_outlier_score,NNPP_outlier_score
DELTA,ANIOCHA - SOUTH,UBULU OKITI,10-02-11-001,"UTOLI PRIMARY SCHOOL, IDUMU-UTU/OGBE-AKWU",171,635,10,109,37,1,ANIOCHA - SOUTH,6.25255,6.50872,0.109127584,0.113598594,,,,
DELTA,ANIOCHA - SOUTH,UBULU OKITI,10-02-11-008,"OKITI MIX. SECONDARY SCHOOL, NEW ROAD/OGBE OFU I",94,355,6,66,17,0,ANIOCHA - SOUTH,6.2455294,6.4313766,0.109005052,0.112248697,22,33,11,14
DELTA,BOMADI,BOMADI,10-03-01-001,BOMADI OVERSIDE BOMADI,139,927,13,92,10,0,BOMADI,5.162561,5.9251213,0.090103687,0.103412875,8.8,21.1,29.6,0.6
DELTA,BOMADI,BOMADI,10-03-01-002,OWUBULOU BOMADI WATERSIDE BOMADI,144,863,19,85,22,3,BOMADI,5.164902,5.9164689,0.090144545,0.103261862,1,23.71428571,12.35714286,2.785714286
DELTA,BOMADI,BOMADI,10-03-01-003,NEW QUARTERS   BOMADI,199,1434,34,113,45,0,BOMADI,5.162561,5.9251213,0.090103687,0.103412875,14.3,44.2,8.9,0.6
DELTA,BOMADI,BOMADI,10-03-01-005,OTOLOWARE   BOMADI,164,837,27,65,40,0,BOMADI,5.168213,5.9139527,0.090202333,0.103217946,7.166666667,7.166666667,0.5,1
DELTA,BOMADI,BOMADI,10-03-01-006,AGBE WARE    BOMADI,172,1102,34,71,44,0,BOMADI,5.1617621,5.9215413,0.090089744,0.103350392,15.63636364,4.090909091,10.63636364,0.545454545
DELTA,BOMADI,BOMADI,10-03-01-007,OBRIGBENE     BOMADI,163,762,15,73,50,0,BOMADI,5.1617621,5.9215413,0.090089744,0.103350392,5.090909091,6.272727273,17.18181818,0.545454545
DELTA,BOMADI,BOMADI,10-03-01-008,TAMUKUNUDU/GRA      BOMADI,296,1742,50,172,60,1,BOMADI,5.164902,5.9164689,0.090144545,0.103261862,32.21428571,116.9285714,28.35714286,0.642857143
DELTA,BOMADI,BOMADI,10-03-01-009,ORUBIRI I BOMADI,152,793,32,37,43,0,BOMADI,5.168213,5.9139527,0.090202333,0.103217946,13,39.83333333,3,1
DELTA,BOMADI,BOMADI,10-03-01-011,ORUBIRI III  BOMADI,199,891,42,71,46,0,BOMADI,5.162561,5.9251213,0.090103687,0.103412875,23.1,2,10,0.6
DELTA,BOMADI,KPAKIAMA,10-03-02-001,MAMAKEBIRI/OSUOWARE KPAKIAMA,182,961,55,62,43,4,BOMADI,5.166424,5.9574588,0.090171109,0.103977271,27.83333333,20.25,11.16666667,3.75
DELTA,BOMADI,KPAKIAMA,10-03-02-002,AMADU/AREGHA  KPAKIAMA,171,1060,41,59,58,0,BOMADI,5.166424,5.9574588,0.090171109,0.103977271,12.66666667,17,27.41666667,0.583333333
DELTA,BOMADI,KPAKIAMA,10-03-02-003,AGBE INFIWARE/ZIOWEI  KPAKIAMA,183,1106,35,78,57,0,BOMADI,5.166424,5.9574588,0.090171109,0.103977271,6.166666667,37.58333333,26.33333333,0.583333333
DELTA,BOMADI,KPAKIAMA,10-03-02-004,OKOROWARE I KPAKIAMA,186,674,78,64,32,2,BOMADI,5.1621665,5.9673967,0.090096802,0.10415072,23.66666667,25,17.33333333,2
DELTA,BOMADI,KPAKIAMA,10-03-02-005,OKOROWARE II KPAKIAMA,209,937,107,63,34,0,BOMADI,5.1621665,5.9673967,0.090096802,0.10415072,62.33333333,23.66666667,20,0.666666667
DELTA,BOMADI,KPAKIAMA,10-03-02-006,AMALASAN/C/MATERNITY KPAKIAMA,152,1037,26,74,27,1,BOMADI,5.166424,5.9574588,0.090171109,0.103977271,3.583333333,33.25,6.166666667,0.5
DELTA,BOMADI,KPAKIAMA,10-03-02-008,WEST END KPAKIAMA,78,271,24,25,14,0,BOMADI,5.166424,5.9574588,0.090171109,0.103977271,5.75,19.83333333,20.25,0.583333333
DELTA,BOMADI,KPAKIAMA,10-03-02-009,DIEWARE KPAKIAMA,118,963,20,59,34,1,BOMADI,5.166424,5.9574588,0.090171109,0.103977271,10.08333333,17,1.416666667,0.5
DELTA,BOMADI,KPAKIAMA,10-03-02-010,ORIOKOWARE KPAKIAMA,114,841,47,42,0,0,BOMADI,5.1621665,5.9673967,0.090096802,0.10415072,17.66666667,4.333333333,25.33333333,0.666666667
DELTA,BOMADI,KPAKIAMA,10-03-02-011,MAMAKEBIRI/OSUWARE KPAKIAMA,115,828,24,43,26,0,BOMADI,5.166424,5.9574588,0.090171109,0.103977271,5.75,0.333333333,7.25,0.583333333
DELTA,BOMADI,OGRIAGBENE,10-03-04-001,ASOLOWARE/AKPEDENGHA OGRIAGBENE,136,1396,37,24,73,0,BOMADI,5.1644932,5.6722674,0.090137411,0.098999742,34.2,20.2,67,0
DELTA,BOMADI,OGBEINAMA/OKOLOBA,10-03-06-004,OROUNA/OBURUMU/YOUNBAI  O/S  OGBEINAMA,96,637,21,9,51,0,BOMADI,5.6192018,5.4067177,0.098073573,0.094365026,14.66666667,6,10.33333333,0
DELTA,BOMADI,OGBEINAMA/OKOLOBA,10-03-06-007,"AKA/KENE/DASIWARE/AMABRA/AGURE,  OKOLOBA",238,2158,10,46,176,0,BOMADI,5.6192018,5.4067177,0.098073573,0.094365026,1.833333333,37.16666667,156.1666667,0
DELTA,BOMADI,AKUGBENE  I,10-03-07-006,"OGU/GARRY/OYAYEI/FEREMOKUMO,  AKUGBENE",45,1625,4,13,24,0,BOMADI,5.2507015,5.8386631,0.091642029,0.101903895,0.666666667,4.666666667,0.333333333,0
DELTA,BOMADI,AKUGBENE  III,10-03-09-002,"OMOKO/OGOFA/KARETIMI,  AWOBU RPIMARY SCHOOL, AKUGBENE",68,847,1,8,57,0,BOMADI,5.166424,5.9574588,0.090171109,0.103977271,30.66666667,38.25,26.33333333,0.583333333
DELTA,BOMADI,AKUGBENE  III,10-03-09-004,"GBADIAFA/DAVID/DIRIWARE I, AWOBU PRIMARY SCHOOL AKUGBENE",30,1194,2,10,16,0,BOMADI,5.2507015,5.8386631,0.091642029,0.101903895,3.333333333,0.666666667,10.33333333,0
DELTA,BOMADI,AKUGBENE  III,10-03-09-008,"EYEDOUDIGHA/AGIDI,  AWOBU PRIMARY SCHOOL, AKUGBENE",39,1255,6,9,21,0,BOMADI,5.2507015,5.8386631,0.091642029,0.101903895,2,0.666666667,3.666666667,0
DELTA,BOMADI,AKUGBENE  III,10-03-09-009,"GBADIAFA/DAVID/DIRIWARE II, AWOBU PRIMARY SCHOOL AKUGBENE",48,1488,6,6,34,0,BOMADI,5.2507015,5.8386631,0.091642029,0.101903895,2,4.666666667,13.66666667,0
DELTA,BURUTU,TORUGBENE,10-04-01-001,AMANADUMU  I  - GOVERNMENT DISPENSARY,70,414,28,7,25,0,BURUTU,5.5543995,5.7932008,0.096942559,0.101110428,20.27777778,58.11111111,13.80555556,0.444444444
DELTA,BURUTU,TORUGBENE,10-04-01-003,"KOROWARE  I - PRIMARY SCHOOL, HALL",144,463,25,24,89,0,BURUTU,5.0149179,5.660212,0.087526829,0.098789336,17,10,69,0
DELTA,BURUTU,TORUGBENE,10-04-01-005,KOROWARE  III  - TAMARAU   P/G,49,304,7,1,41,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,13.91129032,20.61290323,16.16935484,0.217741935
DELTA,BURUTU,TORUGBENE,10-04-01-016,AKWAWARE III   - FOUKONOUP    P/G,113,538,35,11,66,0,BURUTU,5.5543995,5.7932008,0.096942559,0.101110428,27.47222222,54,55.94444444,0.444444444
DELTA,BURUTU,TORUGBENE,10-04-01-017,AKWARE IV - FOUKONOU  P/G,0,569,29,7,54,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,8.266129032,14.56451613,29.27419355,0.217741935
DELTA,BURUTU,TORUGBENE,10-04-01-019,AKWARE VII - OROROGHA   P/G,0,471,29,9,67,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,8.266129032,12.5483871,42.37903226,0.217741935
DELTA,BURUTU,TAMIGBE,10-04-02-001,"OZIARAUOPOMU  -  PRIMARY SCHOOL, HALL",85,243,37,18,29,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,16.33064516,3.475806452,4.072580645,0.217741935
DELTA,BURUTU,TAMIGBE,10-04-02-002,PEREDE  -  TON TONAMA  P/G,39,193,23,3,11,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,2.217741935,18.59677419,14.07258065,0.217741935
DELTA,BURUTU,TAMIGBE,10-04-02-003,BEBETONGBOLOMO  -  YANKEE  P/G,105,472,41,4,53,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,20.36290323,17.58870968,28.26612903,0.217741935
DELTA,BURUTU,TAMIGBE,10-04-02-004,OPUWARE  -  FEKETE  P/G,155,614,92,16,34,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,71.77419355,5.491935484,9.112903226,0.217741935
DELTA,BURUTU,TAMIGBE,10-04-02-005,OZIARAWARE  -  NAMA  P/G,112,375,56,10,45,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,35.48387097,11.54032258,20.2016129,0.217741935
DELTA,BURUTU,TAMIGBE,10-04-02-008,TON-TONAMA - TONTONAMA P/G,50,193,22,0,28,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,1.209677419,21.62096774,3.064516129,0.217741935
DELTA,BURUTU,TAMIGBE,10-04-02-012,BOUTAMAGBENE  -  BOUTAMA  P/G,46,287,36,0,5,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,15.32258065,21.62096774,20.12096774,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-001,FOUKUNOU I - ASU  P/G,186,743,87,36,47,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,66.73387097,14.66935484,22.21774194,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-004,AKEREBUNU I - EGBONWARE  P/G,125,556,51,18,39,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,30.44354839,3.475806452,14.15322581,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-005,AKEREBUNU II  - AREREBUNU   P/G,179,978,25,11,16,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,4.233870968,10.53225806,9.032258065,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-006,"AKEREBUNU III  - PRIMARY SCHOOL, HALL    P/G",54,247,25,11,16,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,4.233870968,10.53225806,9.032258065,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-007,EKEREMOBIRI I - EKEREMOBIRI    P/G,230,920,122,26,76,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,102.016129,4.588709677,51.4516129,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-008,"EKEREMOBIRI II & III  - PRIMARY SCHOOL, HALL",176,749,88,36,52,0,BURUTU,5.872339,5.107436,0.10249165,0.089141575,,,,
DELTA,BURUTU,TUOMO,10-04-03-009,AKENKI/DEWARE  -  AKEKIDE  P/G,78,274,17,2,58,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,3.830645161,19.60483871,33.30645161,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-010,"OGBOBAGBENE I EBIKEME - PRIMARY SCHOOL, HALL",59,582,57,0,2,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,36.49193548,21.62096774,23.14516129,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-011,"OGBOBAGBENE I/EBIKEME - PRIMARY SCHOOL, HALL",79,613,77,0,0,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,56.65322581,21.62096774,25.16129032,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-015,KOUWARE  - OFFICE  P/G,84,1134,30,3,36,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,9.274193548,18.59677419,11.12903226,0.217741935
DELTA,BURUTU,TUOMO,10-04-03-016,BOLOU  TUBEGBE  -  PRIMARY  SCHOOL,182,985,107,30,32,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,86.89516129,8.620967742,7.096774194,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-001,OGBUMBIRI - ZADO HALL,86,532,37,23,3,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,16.33064516,1.564516129,22.13709677,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-002,KPUPUGBENE  -  KPUPUGBENE   P/.G,114,555,11,75,16,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,9.879032258,53.98387097,9.032258065,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-003,ARIEMO - EGEDE - EGEDE P/G,69,506,32,14,23,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,11.29032258,7.508064516,1.975806452,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-004,TOBOROBIRI  -  TOBOROBIRI  P/G,56,215,28,13,7,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,7.258064516,8.516129032,18.10483871,0.790322581
DELTA,BURUTU,SEIMBIRI,10-04-04-005,EGADEWARE - EGADEWARE  P/G,85,552,33,0,6,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,12.2983871,21.62096774,19.11290323,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-006,SOLODIWARE  -  SOLODIWARE  P/G,48,586,18,13,1,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,2.822580645,8.516129032,24.15322581,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-008,OKINEWARE/TAMUKUNOU  -  AYIBEBI I   P/G,40,320,17,8,7,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,3.830645161,13.55645161,18.10483871,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-009,OKINEWARE/TAMUKUNOU  -  AYIBEBI II   P/G,30,251,9,6,6,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,11.89516129,15.57258065,19.11290323,0.790322581
DELTA,BURUTU,SEIMBIRI,10-04-04-010,"KPOKPOZIWARE QUARTERS  - I PRIMARY SCHOOL, HALL",123,673,14,83,19,2,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,6.85483871,62.0483871,6.008064516,1.798387097
DELTA,BURUTU,SEIMBIRI,10-04-04-011,KPOKPOZIWARE QUARTERS  II  -  KPOPKPOZIWARE  P/G,75,688,16,45,5,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,4.838709677,23.74193548,20.12096774,0.790322581
DELTA,BURUTU,SEIMBIRI,10-04-04-012,"AGBEDEWARE  I  -  PRIMARY SCHOOL, HALL",92,628,16,61,11,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,4.838709677,39.87096774,14.07258065,0.790322581
DELTA,BURUTU,SEIMBIRI,10-04-04-013,AGBEDEWARE  II  -  AGBEDEWARE  P/G,44,526,4,37,3,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,16.93548387,15.67741935,22.13709677,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-014,AGBEDEWARE  III  -  ALAGBA   P/G,54,579,10,28,13,2,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,10.88709677,6.60483871,12.05645161,1.798387097
DELTA,BURUTU,SEIMBIRI,10-04-04-015,DONOWARE I - YOYO   P/G,81,659,19,35,20,4,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,1.814516129,13.66129032,5,3.814516129
DELTA,BURUTU,SEIMBIRI,10-04-04-016,DONOWARE II - ALIYA  P/G,141,1236,26,63,27,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,5.241935484,41.88709677,2.056451613,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-017,OGUSUWARE  -  OGUSUWARE  P/G,100,1090,5,62,31,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,15.92741935,40.87903226,6.088709677,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-018,ARIGBOWARE  I  - ARIGBOWARE   P/G,97,673,25,58,4,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,4.233870968,36.84677419,21.12903226,0.790322581
DELTA,BURUTU,SEIMBIRI,10-04-04-019,ARIGBOWARE  II/DONOWARE I -  ARIGBOWARE,30,440,7,20,2,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,13.91129032,1.459677419,23.14516129,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-020,PEREBIRI  QUARTERS  -  OWUSIMOWEI   P/G,108,653,11,67,23,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,9.879032258,45.91935484,1.975806452,0.790322581
DELTA,BURUTU,SEIMBIRI,10-04-04-021,"EKPOWARE I - PRIMARY SCHOOL, HALL",83,619,4,68,2,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,16.93548387,46.92741935,23.14516129,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-022,OMBEKEWARE  I  -  AZUWARE  P/G,74,2222,15,45,2,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,5.846774194,23.74193548,23.14516129,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-023,EYOLOWARE  -  TORO  P/G,26,823,0,0,0,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,20.96774194,21.62096774,25.16129032,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-024,EKPOWARE  II  -  OYAGBARUMO   P/G,57,509,12,37,8,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,8.870967742,15.67741935,17.09677419,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-026,OMBEKENARE  III  -  SUNDAY    P/G,46,766,8,24,14,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,12.90322581,2.572580645,11.0483871,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-027,"OGUSUWARE  I  -  PRIMARY SCHOOL, HALL",171,533,55,35,79,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,34.47580645,13.66129032,54.47580645,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-028,"OGUSUWARE  II  -  PRIMARY SCHOOL, HALL",54,497,8,12,30,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,12.90322581,9.524193548,5.080645161,0.217741935
DELTA,BURUTU,SEIMBIRI,10-04-04-029,AKPIGBENE  -  AKPIGBENE   P/G,80,532,49,1,24,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,28.42741935,20.61290323,0.967741935,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-001,SAWEI  I & II - NISSAMA   P/G,114,381,8,82,21,2,BURUTU,26.012373,76.3560109,0.454001555,1.332663794,0.666666667,46,8.666666667,1.333333333
DELTA,BURUTU,OJOBO,10-04-05-001,SAWEI  I & II - NISSAMA   P/G,114,381,8,82,21,2,BURUTU,26.012373,76.3560109,0.454001555,1.332663794,0.666666667,46,8.666666667,1.333333333
DELTA,BURUTU,OJOBO,10-04-05-002,SAWEI  I & II - NISSAMA   P/G,56,424,7,13,34,0,BURUTU,26.012373,76.3560109,0.454001555,1.332663794,0.666666667,46,8.666666667,1.333333333
DELTA,BURUTU,OJOBO,10-04-05-002,SAWEI  I & II - NISSAMA   P/G,56,424,7,13,34,0,BURUTU,26.012373,76.3560109,0.454001555,1.332663794,0.666666667,46,8.666666667,1.333333333
DELTA,BURUTU,OJOBO,10-04-05-003,OKODIZIMOR  - OKIDIZIMOR   P/G,203,786,49,86,66,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,28.42741935,65.07258065,41.37096774,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-006,EGEDE  -  APAMO   P/G,73,300,19,37,14,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,1.814516129,15.67741935,11.0483871,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-009,OMBUTUAEBE  I  -  TEITEI   P/G,53,324,6,40,7,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,14.91935484,18.7016129,18.10483871,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-011,ABASUOGHA   -   GBAFADE   P/G,126,568,23,23,60,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,2.217741935,1.564516129,35.32258065,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-012,OFONIBIDI  I  -  OFONIBIDI   P/G,158,493,0,0,0,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,20.96774194,21.62096774,25.16129032,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-013,OROUPADE I -  KOLOJI   P/G,104,365,10,71,17,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,10.88709677,49.9516129,8.024193548,0.790322581
DELTA,BURUTU,OJOBO,10-04-05-014,OROUPADE II -  JOHN    P/G,74,243,9,49,14,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,11.89516129,27.77419355,11.0483871,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-015,ESOKO  -  ZOUKUMO  PRIMARY SCHOOL,104,525,5,45,41,0,BURUTU,5.0312673,5.6691575,0.08781218,0.098945464,,,,
DELTA,BURUTU,OJOBO,10-04-05-017,MARKET WATERSIDE -  MARKET STORE,38,227,2,30,6,0,BURUTU,41.4560882,-70.6032172,0.723545234,-1.232258603,,,,
DELTA,BURUTU,OJOBO,10-04-05-020,OFONIBIO  II  -  OYERE   P/G,82,289,8,68,2,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,12.90322581,46.92741935,23.14516129,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-021,DIEKUMOGBENE  -  GBESAI   P/G,86,281,47,2,36,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,26.41129032,19.60483871,11.12903226,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-023,AFORESUOGBENE  - AFORESUOGBENE,46,185,2,19,25,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,18.9516129,2.467741935,0.040322581,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-024,BOLOU  -  OJOBO  -  TOWN HALL,42,202,8,14,20,0,BURUTU,5.0149179,5.660212,0.087526829,0.098789336,17,10,69,0
DELTA,BURUTU,OJOBO,10-04-05-025,TAMOBIRI  -  TAMABIRI   P/G,77,298,28,19,25,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,7.258064516,2.467741935,0.040322581,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-026,BINATEI  -  BINATEI   P/G,25,213,1,19,5,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,19.95967742,2.467741935,20.12096774,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-027,SAWEI   III  -  SAWEI   P/G,61,338,5,39,17,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,15.92741935,17.69354839,8.024193548,0.217741935
DELTA,BURUTU,OJOBO,10-04-05-028,ADOKEME  -  ADOKEME   P/G,71,499,0,16,49,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,20.96774194,5.491935484,24.23387097,0.790322581
DELTA,BURUTU,BULOU - NDORO,10-04-06-001,"BOLOU-NDORO  -  PRIMARY  SCHOOL, HALL",0,298,0,0,0,0,BURUTU,6.2311704,6.4552932,0.10875444,0.112666121,10.06666667,60.3,33.36666667,0.833333333
DELTA,BURUTU,BULOU - NDORO,10-04-06-002,PEREGEDE  -  PEREGEDE   P/G,64,318,44,4,12,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,23.38709677,17.58870968,13.06451613,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-003,TAMBOBIRI  QUARTERS - TAMABOBIRI   P/G I,24,604,2,0,20,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,18.9516129,21.62096774,5,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-004,TAMBOBIRI  QUARTERS - TAMABOBIRI   P/G II,61,204,12,10,35,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,8.870967742,11.54032258,10.12096774,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-005,AYAMA  -  ALABOR   P/G,43,290,12,3,26,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,8.870967742,18.59677419,1.048387097,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-006,QUAZI  QAURTERS  - QUAZI   P/G,20,270,15,1,3,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,5.846774194,20.61290323,22.13709677,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-008,SIGEDE  QUARTERS  -  SIGEDE   P/G,0,298,0,0,0,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,20.96774194,21.62096774,25.16129032,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-009,LABOWARE/EKOGBENE  -  ESAMA   P/G,76,387,2,55,12,0,BURUTU,30.3355298,76.8813434,0.529454875,1.341832576,,,,
DELTA,BURUTU,BULOU - NDORO,10-04-06-010,DOWEI/OKUBO  -  EVA   P/G,80,477,10,39,17,2,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,10.88709677,17.69354839,8.024193548,1.798387097
DELTA,BURUTU,BULOU - NDORO,10-04-06-011,MARKET  AREA  -  ASOBORE  P/G,67,449,10,31,24,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,10.88709677,9.629032258,0.967741935,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-012,ABADIAMA  -  ABADIAMA  PRIMARY  SCHOOL,44,187,6,11,27,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,14.91935484,10.53225806,2.056451613,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-013,"ORUGBENE  ZION - PRIMARY SCHOOL, HALL",37,444,3,2,31,0,BURUTU,5.9838509,4.981184,0.1044379,0.086938061,3.806451613,2.903225806,13,0.096774194
DELTA,BURUTU,BULOU - NDORO,10-04-06-014,ORUGBENE  TOWN  HALL,58,615,14,7,29,0,BURUTU,5.4532748,6.029322,0.0951776,0.105231521,17.375,25.25,20.625,0.125
DELTA,BURUTU,BULOU - NDORO,10-04-06-015,EBIUNA  -  TOWN  HALL,43,304,20,4,4,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,0.806451613,17.58870968,21.12903226,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-016,EBEBEREGBENE  -  TOWN  HALL,81,608,0,0,0,0,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,20.96774194,21.62096774,25.16129032,0.217741935
DELTA,BURUTU,BULOU - NDORO,10-04-06-017,EGRANGBENE  PRIMARY SCHOOL  HALL I,14,351,1,11,2,0,BURUTU,5.568778,5.744146,0.097193511,0.10025426,9.8,70.66666667,12.2,0.466666667
DELTA,BURUTU,BULOU - NDORO,10-04-06-018,EGRANGBENE  PRIMARY SCHOOL  HALL II,27,195,0,1,1,0,BURUTU,5.568778,5.744146,0.097193511,0.10025426,10.86666667,81.33333333,13.26666667,0.466666667
DELTA,BURUTU,NGBILEBIRI  I,10-04-07-001,AKUBIRI  I  COURT HALL,103,769,43,27,27,1,BURUTU,5.3491887,5.5026764,0.093360955,0.096039821,22.37903226,5.596774194,2.056451613,0.790322581
