State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP
OSUN,ILA,ISEDO  I,29-17-04-010,"MATERNITY CENTRE, ONIGBON",278,484,126,1,149,0
OSUN,ILA,ISEDO  I,29-17-04-012,ITA ATEWOGBADE II,232,451,0,0,0,0
OSUN,ILA,ISEDO  I,29-17-04-013,SECRETARIAT,497,887,144,3,328,1
OSUN,ILA,ISEDO  II,29-17-05-001,OLUKORI JUNCTION I,181,339,82,0,79,0
OSUN,ILA,ISEDO  II,29-17-05-002,OLUKORI JUNCTION II,112,222,52,0,59,0
OSUN,ILA,ISEDO  II,29-17-05-003,"ST. MATTHEW PRY. SCHOOL, I",242,503,105,2,134,0
OSUN,ILA,ISEDO  II,29-17-05-004,"ST. MATTHEW PRY. SCHOOL, II",194,420,72,0,121,0
OSUN,ILA,ISEDO  II,29-17-05-005,ST. MATTHEW PRY. SCHOOL III,255,528,117,3,129,0
OSUN,ILA,ISEDO  II,29-17-05-007,OJUDE ODOSIN II( AKODI OBALUMO O/S IN ODOSIN),100,176,0,0,0,0
OSUN,ILA,ISEDO  II,29-17-05-008,OJUDE ABALAGEMO,282,565,142,1,136,0
OSUN,ILA,ISEDO  II,29-17-05-010,ST. JULIUS PRY. SCHOOL II,144,258,81,2,57,0
OSUN,ILA,IPERIN,29-17-06-001,AMOWOYAGI,184,409,82,0,102,0
OSUN,ILA,IPERIN,29-17-06-002,OJUDE ALA I,131,287,67,3,61,0
OSUN,ILA,IPERIN,29-17-06-003,OJUDE ALA II,72,163,27,1,44,0
OSUN,ILA,IPERIN,29-17-06-004,ELEMOGUN I,127,304,63,0,63,0
OSUN,ILA,IPERIN,29-17-06-005,ELEMOGUN II,130,244,57,0,71,0
OSUN,ILA,IPERIN,29-17-06-006,EJEMU I,227,474,107,1,119,0
OSUN,ILA,IPERIN,29-17-06-007,EJEMU II,172,399,77,1,76,0
OSUN,ILA,IPERIN,29-17-06-008,OGUNLOLU,185,384,69,0,102,0
OSUN,ILA,IPERIN,29-17-06-009,SAKA JANGI I,319,568,132,3,175,0
OSUN,ILA,IPERIN,29-17-06-010,SAKA JANGI II,142,354,51,4,83,0
OSUN,ILA,IPERIN,29-17-06-012,KOLAWOLE JUNCTION,245,644,118,0,120,0
OSUN,ILA,IPERIN,29-17-06-013,MECHANIC WORKSHOP,262,716,114,4,141,0
OSUN,ILA,IPERIN,29-17-06-014,IDI AGBON,222,700,92,3,115,0
OSUN,ILA,IPERIN,29-17-06-015,ADENIJI,208,696,91,5,108,0
OSUN,ILA,IPERIN,29-17-06-016,OMOTOSHO VILLAGE BUS STOP,210,648,71,12,106,0
OSUN,ILA,EYINDI,29-17-07-001,ILE ELEMONA I,245,492,114,0,125,0
OSUN,ILA,EYINDI,29-17-07-003,OJUDE ALASAN I,268,489,87,1,179,0
OSUN,ILA,EYINDI,29-17-07-004,OJUDE ALASAN II,216,358,60,1,150,0
OSUN,ILA,EYINDI,29-17-07-005,EYINDI IYALODE I,179,291,93,0,74,0
OSUN,ILA,EYINDI,29-17-07-006,EYINDI IYALODE II,111,217,34,1,75,0
OSUN,ILA,EYINDI,29-17-07-007,ISALE AFA I,192,395,89,0,100,1
OSUN,ILA,EYINDI,29-17-07-008,ISALE AFA II,105,207,50,1,51,0
OSUN,ILA,OKE OLA,29-17-08-003,SWEET MOTHER HOUSE FRONTAGE,170,344,54,3,111,0
OSUN,ILA,OKE OLA,29-17-08-005,"A.U.D.PRY SCHOOL, OKE OLA I",249,426,94,1,145,0
OSUN,ILA,OKE OLA,29-17-08-007,"A.U.D. PRY. SCHOOL, OKE OLA III",211,363,82,0,121,0
OSUN,ILA,OKE OLA,29-17-08-008,AGBAMU JUNCTION,252,472,137,0,104,0
OSUN,ILA,OKE OLA,29-17-08-009,"L.A. PRY. SCHOOL, ALOYIN I",256,591,92,0,152,0
OSUN,ILA,OKE OLA,29-17-08-010,"L.A. PRY. SCHOOL, ALOYIN II",172,350,75,1,91,0
OSUN,ILA,OKE OLA,29-17-08-012,"MATERNITY CENTRE, OKO AWO",130,237,56,13,55,0
OSUN,ILA,OKE EDE,29-17-09-002,AFIJIO II,88,141,39,0,47,1
OSUN,ILA,OKE EDE,29-17-09-003,"EDIGBON (IJIMOGODO JUNCTION, OKE EDE)",153,297,80,0,72,0
OSUN,ILA,OKE EDE,29-17-09-004,EDIGBON ( BESIDE NEPA TRANSFORMER),174,318,91,1,76,0
OSUN,ILA,OKE EDE,29-17-09-006,OORE I,206,393,63,2,136,0
OSUN,ILA,OKE EDE,29-17-09-007,OORE II,136,249,57,0,77,0
OSUN,ILA,OKE EDE,29-17-09-009,OBANIHARE II,127,221,63,0,63,0
OSUN,ILA,OKE EDE,29-17-09-010,OBAJISUN,171,263,82,0,87,0
OSUN,ILA,EYINDI/IPERIN,29-17-10-001,OJUDE AWORO I,119,229,47,0,71,0
OSUN,ILA,EYINDI/IPERIN,29-17-10-005,OJUDE ALAPINNI III,135,199,61,1,74,0
OSUN,ILA,EYINDI/IPERIN,29-17-10-006,OJUDE ALAA,117,258,49,1,64,1
OSUN,ILA,EYINDI/IPERIN,29-17-10-008,ODOODE (JANGI ROAD),175,315,54,1,115,0
OSUN,ILA,AJABA/EDEMOSI/ABA ORANGUN,29-17-11-003,ALAGBEDE VILLAGE,162,263,76,3,82,0
OSUN,ILA,AJABA/EDEMOSI/ABA ORANGUN,29-17-11-004,"COOPERATIVE STORE, AJABA",260,495,125,0,134,0
OSUN,ILA,AJABA/EDEMOSI/ABA ORANGUN,29-17-11-005,AJABA MARKET SQUARE I,289,515,104,1,168,0
OSUN,ILA,AJABA/EDEMOSI/ABA ORANGUN,29-17-11-006,AJABA MARKET SQUARE II,207,353,73,2,124,0
OSUN,ILA,AJABA/EDEMOSI/ABA ORANGUN,29-17-11-009,"L.A. PRY. SCHOOL, EDEMOSI",159,315,78,3,77,0
OSUN,ILA,AJABA/EDEMOSI/ABA ORANGUN,29-17-11-010,EDEMOSI MARKET SQUARE,116,286,48,1,57,0
OSUN,ILESA EAST,OKESA,29-18-01-001,FRONTAGE OF OBANLA'S PALACE I,119,553,0,0,0,0
OSUN,ILESA EAST,OKESA,29-18-01-005,IN FRONT OF SABA/OLD SINGER II,145,647,69,11,59,0
OSUN,ILESA EAST,OKESA,29-18-01-007,ILESHA GRAMMAR SCHOOL PREMISES II,187,646,86,21,74,0
OSUN,ILESA EAST,OKESA,29-18-01-008,C.A.C. SCHOOL I,172,700,74,15,78,0
OSUN,ILESA EAST,IMO,29-18-02-001,KAJOLA JUNCTION I,187,750,93,35,51,0
OSUN,ILESA EAST,IMO,29-18-02-002,KAJOLA JUNCTION II,249,995,99,21,103,0
OSUN,ILESA EAST,IMO,29-18-02-003,LOCAL GOVERNMENT DISPENSARY PREMISES,286,920,132,28,109,0
OSUN,ILESA EAST,IMO,29-18-02-004,L.A. PRY. SCHOOL PREMISES,157,715,70,24,51,0
OSUN,ILESA EAST,IMO,29-18-02-006,FADAHUNSI AVENUE,210,750,114,33,57,0
OSUN,ILESA EAST,IMO,29-18-02-007,OLD WATER WORKS,282,1083,0,0,0,0
OSUN,ILESA EAST,IMO,29-18-02-008,IBL SECOND GATE,172,750,72,38,48,1
OSUN,ILESA EAST,IMO,29-18-02-009,IMO GARAGE AREA I,206,750,90,29,74,0
OSUN,ILESA EAST,IMO,29-18-02-010,IMO GARAGE AREA II,229,827,108,23,85,0
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-001,BAPTIST PRY. SCHOOL   I,178,691,66,2,105,0
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-002,BAPTIST PRY. SCHOOL II,108,242,48,4,45,0
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-005,N.U.D PRY. SCHOOL I,234,676,103,8,115,0
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-006,N.U.D. PRY. SCHOOL II,182,542,78,7,76,0
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-007,C & S PRY. SCHOOL I,116,345,48,3,56,0
OSUN,ILESA EAST,IFOSAN/OKE-ESO,29-18-03-008,C & S PRY. SCH. II,155,473,74,3,69,0
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-001,OYE SIGN & SPRAYING WORKS AREA,205,501,0,0,0,0
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-002,FRONTAGE DAYO BATTERY SHOP,153,480,51,6,91,0
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-003,OGUDU/IFOSAN JUNCTION,202,621,79,5,113,0
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-005,FRONTAGE ADEX MECHANIC SHOP,144,388,80,7,53,0
OSUN,ILESA EAST,ITISIN/OGUDU,29-18-04-006,LEMODU COMPOUND,249,785,93,16,123,0
OSUN,ILESA EAST,IJAMO,29-18-05-001,IJAMO MARKET AREA I,187,695,92,8,77,0
OSUN,ILESA EAST,IJAMO,29-18-05-002,IJAMO MARKET AREA II,217,554,100,8,101,0
OSUN,ILESA EAST,IJAMO,29-18-05-003,IJAMO LANE AREA,262,742,105,12,139,0
OSUN,ILESA EAST,IJAMO,29-18-05-004,FRONTAGE SANNI ELECTRONIC SHOP IJAMO,208,694,87,11,96,2
OSUN,ILESA EAST,IJAMO,29-18-05-005,FRONTAGE OLAIYA WEAVING INDUSTRY,258,911,122,17,109,1
OSUN,ILESA EAST,UPPER & LOWER IJOKA,29-18-06-003,IJOKA IREWOLE CT & CS OFFICE,181,454,88,6,84,0
OSUN,ILESA EAST,UPPER & LOWER IJOKA,29-18-06-007,"FEDERAL TECHNICAL COLLEGE, CAPAA II",211,762,0,14,0,0
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-001,ST. JOHN PRY. SCHOOL  'A',215,750,82,7,122,0
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-002,LORIOMO ODUNDUN,208,684,72,2,124,0
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-003,IDIO AREA,143,550,65,5,60,0
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-004,LORIOMO ANAYE,282,918,99,4,173,0
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-005,DUROJAYE  MATERNITY,139,466,27,8,104,0
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-006,IROYE STREET  I,246,873,105,6,70,0
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-007,IROYE STREET II,203,628,103,10,81,0
OSUN,ILESA EAST,ILORO/ROYE,29-18-07-008,IDIFI OPEN SPACE,189,718,84,1,98,0
OSUN,ILESA EAST,ISARE,29-18-08-002,CUSTOMARY COURT OGBURU,193,761,47,8,131,0
OSUN,ILESA EAST,ISARE,29-18-08-003,R.C.M OKE PADI,199,613,67,8,112,0
OSUN,ILESA EAST,ILERIN,29-18-09-001,ORIRE OGEDENGBE   PRY. SCHOOL,282,996,108,17,153,0
OSUN,ILESA EAST,ILERIN,29-18-09-007,IJESA MUSLIM GRAMMAR SCHOOL II,269,1148,0,0,0,0
OSUN,ILESA EAST,ILERIN,29-18-09-008,ILERIN ROAD,249,996,0,0,0,0
OSUN,ILESA EAST,ILERIN,29-18-09-010,L.A. PRY. SCHOOL,232,885,102,7,97,0
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-001,FRONTAGE COCOA STORE IJOFI,226,785,140,10,68,0
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-002,ISONA CHURCH AREA,258,750,151,8,92,0
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-004,"APOSTOLIC PRY. SCHOOL, OKE-IRO I",204,661,116,3,50,0
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-005,"APOSTOLIC PRY. SCHOOL, OKE IRO II",207,476,121,3,66,0
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-007,ORO AJIMOKO PRY. SCHOOL II,112,377,45,6,54,0
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-008,UNITED ANGLICAN PRY. SCHOOL I,192,750,83,15,86,1
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-009,UNITED ANGLICAN PRY. SCHOOL II,224,951,102,9,107,0
OSUN,ILESA EAST,BOLORUNDURO,29-18-10-010,ST. THERESA PRY. SCHOOL I,249,808,107,19,110,0
OSUN,ILESA EAST,BILADU,29-18-11-001,ADENLE JUNCTION,244,810,152,12,74,0
OSUN,ILESA EAST,BILADU,29-18-11-002,LORIOMO BILADU AREA,274,806,125,14,120,0
OSUN,ILESA EAST,BILADU,29-18-11-003,"WORKS YARD, L.G I",162,672,82,17,59,0
OSUN,ILESA EAST,BILADU,29-18-11-004,"WORKS YARD, L.G II",206,712,97,9,86,0
OSUN,ILESA EAST,BILADU,29-18-11-005,AKIN OBI WAY OKE-OPO,241,750,106,13,114,0
OSUN,ILESA EAST,BILADU,29-18-11-006,"L.A. PRY. SCHOOL, OKE-OPO",218,740,97,10,93,0
OSUN,ILESA EAST,BILADU,29-18-11-007,IDO IJESA I,179,959,100,26,43,0
OSUN,ILESA EAST,BILADU,29-18-11-008,IDO IJESA II,180,831,74,20,70,0
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-002,IBOSINNI NEAR MECH. WORKSHOP,283,679,152,11,107,0
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-003,FRONTAGE OF LOKINRAN,310,849,172,26,96,0
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-004,FRONTAGE OF BABAJIDE I,124,401,70,2,50,0
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-005,FRONTAGE OF BABAJIDE II,146,459,78,4,51,0
OSUN,ILESA WEST,ITAKOGUN/UPPER EGBE-IDI,29-19-01-007,IGBOGI JUNCTION ORINKINRAN,256,781,89,13,144,0
OSUN,ILESA WEST,LOWER EGBE-IDI,29-19-02-006,IDI AYAN AREA II,91,296,57,3,22,0
OSUN,ILESA WEST,LOWER EGBE-IDI,29-19-02-008,EGBE IDI JUNCTION,165,507,88,11,55,0
OSUN,ILESA WEST,LOWER EGBE-IDI,29-19-02-009,MECH. WORKSHOP NEAR GEN. FILLING STATION,168,475,52,31,83,0
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-001,OLOLA HALL,219,582,77,4,131,0
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-002,UPPER IGBOGI (ASEDA'S HOUSE AREA),305,850,136,10,146,0
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-003,SPACE NEAR AMURU HOUSE,188,586,0,0,0,0
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-004,OKE OLA OPEN SPACE,287,807,128,7,135,0
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-006,IDI GBANJA AREA,181,582,0,0,0,0
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-007,IGBOGI HALL I,263,817,131,7,115,0
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-008,IGBOGI HALL AREA I,46,173,21,3,21,0
OSUN,ILESA WEST,UPPER/LOWER IGBOGI,29-19-03-009,OPEN SPACE NEAR MOSQUE,265,789,97,6,122,0
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-001,FRONTAGE OF BAMURA'S HOUSE   I,259,798,89,13,139,0
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-002,HOLY TRINITY 'A' SCHOOL OMOFE I,199,584,94,7,88,1
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-003,"HOLY TRINITY 'A' SCHOOL, OMOFE II",209,526,98,5,98,0
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-004,"HOLY TRINITY 'B' SCHOOL, OMOFE III",199,596,88,8,87,0
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-005,"HOLY TRINITY 'B' SCHOOL, OMOFE IV",238,631,79,8,149,0
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-006,MERCY CLINIC,147,507,55,25,59,1
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-007,ITA OFA JUNCTION,266,738,132,13,115,0
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-008,SORUNDI'S HOUSE AREA I,218,759,67,0,0,0
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-009,SORUNDI'S HOUSE AREA II,160,656,39,4,113,0
OSUN,ILESA WEST,OMOFE/IDASA,29-19-04-010,FRONTAGE OF BAMURA'S HOUSE   II,273,837,101,10,149,0
OSUN,ILESA WEST,ISOKUN,29-19-05-002,ISOKUN MATERNITY AREA,249,661,84,30,68,0
OSUN,ILESA WEST,ISOKUN,29-19-05-003,SALVATION ARMY PRY. SCHOOL,320,934,150,14,133,0
OSUN,ILESA WEST,ISOKUN,29-19-05-004,SALVATION ARMY PRY. SCHOOL,320,934,199,19,125,0
OSUN,ILESA WEST,ISOKUN,29-19-05-005,OKE OMIRU MECHANIC WORKSHOP,252,750,128,20,87,0
OSUN,ILESA WEST,ISOKUN,29-19-05-006,GEORGE BURTON COLLEGE I,310,1019,129,57,116,0
OSUN,ILESA WEST,ISOKUN,29-19-05-010,"AFRICAN CHURCH GRAMMAR SCHOOL, AREA",292,750,112,34,131,0
OSUN,ILESA WEST,ISOKUN,29-19-05-011,FAITH FOUNDATION N & P SCHOOL I,173,474,85,10,66,1
OSUN,ILESA WEST,ISOKUN,29-19-05-012,FAITH FOUNDATION  N & P SCHOOL II,226,574,113,8,95,0
OSUN,ILESA WEST,IKOYI / IKOTI ARAROMI,29-19-06-002,OPEN SPACE AROUND ALAKATA'S HOUSE,291,900,144,6,130,0
OSUN,ILESA WEST,IKOYI / IKOTI ARAROMI,29-19-06-003,SPACE NEAR ODOLE'S  HOUSE I,185,702,86,8,87,0
OSUN,ILESA WEST,IKOYI / IKOTI ARAROMI,29-19-06-004,SPACE NEAR ODOLE'S HOUSE II,163,718,61,10,78,0
OSUN,ILESA WEST,IKOYI / IKOTI ARAROMI,29-19-06-005,O LINE ITA OFA JUNCTION I,237,750,116,11,93,0
OSUN,ILESA WEST,IKOYI / IKOTI ARAROMI,29-19-06-006,O LINE ITA OFA JUNCTION II,282,919,137,7,129,0
OSUN,ILESA WEST,IKOYI / IKOTI ARAROMI,29-19-06-007,P LINE JUNCTION ENU ODI IKOYI,206,667,98,9,99,0
OSUN,ILESA WEST,ILAJE,29-19-07-001,"FRONTAGE OF NUD. PRY. SCHOOL, MOROKO ROAD",251,804,108,15,119,1
OSUN,ILESA WEST,ILAJE,29-19-07-003,OLD SCHOOL OF HEALTH TECHNOLOGY,211,807,95,20,79,0
OSUN,ILESA WEST,ILAJE,29-19-07-004,OGEDENGBE COMM. HIGH SCHOOL,291,987,99,30,148,0
OSUN,ILESA WEST,ILAJE,29-19-07-005,OPEN SPACE ALAJE'S HOUSE,331,976,171,21,134,0
OSUN,ILESA WEST,ILAJE,29-19-07-006,LORIOMO ILAJE (METH. SCHOOL AREA),291,689,121,21,141,0
OSUN,ILESA WEST,ILAJE,29-19-07-007,IMADIN JUNCTION,232,750,0,0,0,0
OSUN,ILESA WEST,ILAJE,29-19-07-008,ST. PETER'S FRONTAGE,256,897,111,43,81,1
OSUN,ILESA WEST,ILAJE,29-19-07-009,"METH. PRY. SCHOOL, LORIOMO ILAJE",291,845,120,26,132,0
OSUN,ILESA WEST,ILAJE,29-19-07-010,IMADIN AREA NEAR AKINNIYI'S  HOUSE,273,798,122,16,119,2
OSUN,ILESA WEST,ISIDA/ADETI,29-19-08-001,"AFRICAN PRY. SCHOL, ARAGAN",276,711,125,24,112,1
OSUN,ILESA WEST,ISIDA/ADETI,29-19-08-002,L.A. DISPENSARY ADETI I,164,502,49,23,85,0
OSUN,ILESA WEST,ISIDA/ADETI,29-19-08-003,L.A. DISPENSARY ADETI II,202,665,0,0,0,0
OSUN,ILESA WEST,ISIDA/ADETI,29-19-08-004,ADETI/ESIRA STREAN BANK AREA,133,412,52,8,68,3
OSUN,ILESA WEST,ISIDA/ADETI,29-19-08-005,SPACE AROUND ESIRA'S CHIEFTANCY HOUSE,301,784,113,19,161,1
OSUN,ILESA WEST,ISIDA/ADETI,29-19-08-006,ISIDA MECHANIC WORKSHOP,311,750,137,14,150,0
OSUN,ILESA WEST,ISIDA/ADETI,29-19-08-007,ODO AGBEDE,148,472,64,1,51,0
OSUN,ILESA WEST,ISIDA/ADETI,29-19-08-008,OPPOSITE BASEENI'S HOUSE ( OPEN SPACE),213,666,56,11,135,0
OSUN,ILESA WEST,EREJA,29-19-09-001,TOWN  HALL,171,659,57,13,93,0
OSUN,ILESA WEST,EREJA,29-19-09-002,COCOA STORE ITABALOGUN,271,915,102,18,134,0
OSUN,ILESA WEST,EREJA,29-19-09-003,POST OFFICE,152,564,49,31,65,1
OSUN,ILESA WEST,EREJA,29-19-09-004,TIPPER OWNERS,144,770,69,2,71,0
OSUN,ILESA WEST,EREJA,29-19-09-005,SPACE AROUND MARKET PLACE,158,643,65,25,60,0
OSUN,ILESA WEST,EREJA,29-19-09-006,SPACE BESIDE BANUSO,123,523,53,8,49,0
OSUN,ILESA WEST,EREJA,29-19-09-007,TOWN PLANNING AREA,125,500,46,20,47,1
OSUN,ILESA WEST,EREJA,29-19-09-008,OGBONI'S AREA I,125,489,61,12,47,0
OSUN,ILESA WEST,EREJA,29-19-09-010,OPEN SPACE OPP. MOSQUE,176,633,90,15,67,0
OSUN,ILESA WEST,AYESO,29-19-10-002,"METHODIST PRIMARY SCHOOL, OKE- ESE I",278,888,79,14,175,0
OSUN,ILESA WEST,AYESO,29-19-10-003,"METHODIST PRIMARY SCHOOL, OKE- ESE II",176,594,60,13,95,0
OSUN,ILESA WEST,AYESO,29-19-10-004,L.A SCHOOL OGBON EGBE,230,780,107,6,92,0
OSUN,ILESA WEST,AYESO,29-19-10-006,SPACE NEAR POLICE BARRACK I,174,615,82,5,5,0
OSUN,ILESA WEST,AYESO,29-19-10-007,SPACE NEAR POLICE BARRACK II,142,404,53,6,81,0
OSUN,ILESA WEST,AYESO,29-19-10-008,SPACE NEAR POLICE BARRACK III,181,649,65,6,104,0
OSUN,ILESA WEST,AYESO,29-19-10-009,OPEN SPACE OKE IYIN LANE,112,384,50,4,52,0
OSUN,ILESA WEST,AYESO,29-19-10-010,"ST. JAMES PRIMARY SCHOOL, OKE - IYIN",266,926,99,17,134,0
OSUN,IREPODUN,OLOBU 'A',29-20-01-001,OPEN SPACE OLOTIN,207,430,0,0,0,0
OSUN,IREPODUN,OLOBU 'A',29-20-01-004,OPEN SPACE OLUJIDE I,194,383,72,2,118,0
OSUN,IREPODUN,OLOBU 'A',29-20-01-005,OPEN SPACE OLUJIDE II,154,355,48,4,95,0
OSUN,IREPODUN,OLOBU 'A',29-20-01-006,OPEN SPACE NEPA AREA,219,442,62,2,155,0
OSUN,IREPODUN,OLOBU 'A',29-20-01-008,OPEN SPACE OLUYERE,173,324,56,3,111,0
OSUN,IREPODUN,OLOBU 'A',29-20-01-009,OPEN SPACE AFINGBA,149,266,29,0,144,0
OSUN,IREPODUN,OLOBU 'A',29-20-01-010,OPEN SPACE DAGBOLU I,123,348,52,2,60,0
OSUN,IREPODUN,OLOBU 'A',29-20-01-012,OPEN SPACE DAGBOLU III,99,206,26,0,70,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-001,"OPEN SPACE HEALTH CENTRE, OJUTU",374,984,166,11,189,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-002,OPEN SPACE ARAROMI MARKET,319,750,143,4,164,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-003,ST. PAUL'S GRAMMAR SCHOOL,356,886,158,3,174,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-004,OLUWOMI QUARTERS I,214,527,96,3,112,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-006,ONIWANA AREA,244,526,75,1,162,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-007,OGALA AREA,162,341,54,3,104,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-009,OGUNKEYE,269,577,80,0,185,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-011,OJAWURO,274,563,117,0,136,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-012,OLOGELE,200,388,85,1,102,0
OSUN,IREPODUN,OLOBU 'B',29-20-02-013,SEJI AREA,239,472,81,0,154,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-001,OPEN SPACE ALAGBAA I,154,296,77,0,73,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-002,OPEN SPACE ALAGBAA II,148,284,60,0,85,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-003,AYANMU,159,318,46,0,111,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-004,OLOSO AREA AT ADIO MKT.,232,531,92,0,134,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-005,OPEN SPACE OWONIYI,131,282,57,1,72,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-006,ISALE IMOLE PRY. SCHOL,279,635,141,1,133,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-007,OPEN SPACE KUELU,219,485,98,1,99,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-008,OPEN SPACE OPE,185,364,64,0,119,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-009,OPEN SPACE ALOKO,241,492,73,0,166,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-010,OPEN SPACE OYADELE,189,430,109,0,79,0
OSUN,IREPODUN,OLOBU 'C',29-20-03-011,OPEN SPACE OLUAWO,140,310,45,1,94,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-001,OPEN SPACE ELEMO,267,582,122,0,140,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-002,AJANKANNAWON COMP.,231,456,81,1,140,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-003,AKEYAN'S COMPOUND,173,436,78,0,90,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-004,ALURIN AREA,302,552,86,0,214,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-005,KEYIWO,299,704,124,3,171,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-006,ORIOKE QUARTERS,290,590,76,0,192,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-007,"L.A. PRY. SCHOOL, GBOBAMU",381,798,129,0,244,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-008,"L.A. PRY. SCHOOL, GBOBAMU",381,798,147,2,195,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-009,"L.A. PRY. SCHOOL, GBOBAMU",381,798,159,1,174,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-010,"L.A. PRY. SCHOOL, GBOBAMU",381,798,165,4,196,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-011,"L.A. PRY. SCHOOL, GBOBAMU",381,798,95,0,68,0
OSUN,IREPODUN,OLOBU 'D',29-20-04-012,"L.A. PRY. SCHOOL, GBOBAMU",381,798,135,2,131,0
OSUN,IREPODUN,BARA 'A',29-20-05-001,BARA OLUNKAN,227,513,89,0,134,0
OSUN,IREPODUN,BARA 'A',29-20-05-002,BARA OLUNKAN,227,513,97,1,172,0
OSUN,IREPODUN,BARA 'A',29-20-05-005,OLUAWO COMPOUND,319,687,141,0,177,0
OSUN,IREPODUN,BARA 'A',29-20-05-007,JAGUN  II,119,231,65,0,53,0
OSUN,IREPODUN,BARA 'A',29-20-05-008,JAGUN  II,119,231,94,0,104,0
OSUN,IREPODUN,BARA 'A',29-20-05-009,JAGUN  II,119,231,0,0,0,0
OSUN,IREPODUN,BARA 'A',29-20-05-010,KONDA ILOBU,220,494,75,1,130,0
